-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,5,-1,-1,-1,-1,-1,192,193,193,193,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,-1,-1,192,193,194,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,20,21,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-100,0,1,1,1,1,1,1,2,-100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,182,182,182,182,182,91,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,17,17,18,-1,-1,130,-1,-100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-100,-1,-1,84,-1,-1,-1,84,-1,-1,-1,84,-1,-1,-1,16,17,92,92,92,182,182,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1000,-1,-1,-1,-1,-1,-1,-1
-1,16,91,17,18,-1,-1,-1,-1,-1,54,55,56,57,58,59,59,59,59,2,-1,-1,-1,100,-1,-1,-1,100,-1,-1,-1,100,-1,-1,-1,212,182,182,182,182,182,182,18,-1,-1,-1,0,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1
-1,16,17,17,18,-1,-1,-1,-1,-1,-1,-1,72,-1,74,108,75,75,123,18,-1,-1,-1,116,-1,-1,-1,116,-1,-1,-1,116,-1,-1,-1,-1,136,182,182,182,182,108,18,-1,-1,-1,16,182,182,182,182,182,182,17,18,-1,-1,-1,-1,-1
-1,16,17,17,18,-1,-1,-1,-1,-1,-1,-1,88,-1,74,103,75,91,75,18,-1,-1,-1,116,-1,-1,-1,116,-1,-1,-1,116,-1,-1,-1,-1,-1,136,17,17,17,17,18,-1,-1,-1,16,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1
